text,word,lime_score,predicted_label,true_label,is_correct
$GTT: Cowen cuts to Market Perform,Perform,0.11371900373410664,negative,negative,True
$GTT: Cowen cuts to Market Perform,GTT,0.08683697663120184,negative,negative,True
$GTT: Cowen cuts to Market Perform,Cowen,-0.035314532932378226,negative,negative,True
$GTT: Cowen cuts to Market Perform,Market,0.006849663809607527,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,cuts,0.3678111400282197,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,Trendforce,0.2151905392880277,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,rlnEwzlzzS,0.16915450948483668,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,after,0.1363780261111367,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,iPhone,0.09758374352203157,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,https,0.06627775333530277,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,HNHAF,-0.0651485766600515,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,Foxconn,0.057796567015047505,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,t,0.026866457062472177,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,AAPL,0.022074099765311668,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",slashes,0.8238739198899003,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",PT,0.06722814674601787,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",wU5P2i8WBU,0.06063483310081322,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",on,0.060442202683113185,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",t,-0.03825355874788148,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Wells,0.03294799255210922,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Hexcel,0.03002942620680703,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Citing,-0.023090008175920017,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",aero,0.017170302422120573,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",HXL,-0.010221643830147743,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,cut,0.4244588181535101,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Intelsat,0.2888366717054896,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,I,-0.11756296724965913,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Market,0.09099179913229341,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,YsvsMSQRIb,0.09082641818623559,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Perform,0.07776597234445143,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,James,-0.05734250229844631,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,at,0.03665851956355521,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Raymond,-0.033086151767752876,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,https,-0.0279261057803589,negative,negative,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,strong,0.6642577238735138,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,shows,0.2967296569762542,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,adoption,0.10057464412071015,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,WnCksfl1gX,0.06264468768202992,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,AMD,-0.058646359133566715,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,BofA,-0.04455935446056209,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,t,-0.0413224886686516,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,https,-0.026702361441100917,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,Navi,-0.024929530873806862,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,s,-0.01749283344381297,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Outperform,0.6327998463853175,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,to,0.18603786873896025,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,ups,0.14858343954996953,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Capital,-0.09625572029592859,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,BMO,0.06344100468328744,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Markets,0.03684842204968354,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,ANCUF,-0.0025211626878537136,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,From,0.1358962471282304,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,To,0.1250500152254244,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Centene,0.05618456466810606,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Raises,0.055232812344563974,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Outlk,-0.05076437111797789,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Stable,0.045299018770373026,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,P,0.030627778550793763,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,CNC,-0.02831612587720194,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,S,0.0202248812016008,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,BBB,0.006967135690968856,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,boost,0.5526870435923356,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,to,0.22791779658813807,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,big,0.1737929948292726,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,gives,0.12461350580710391,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,MfhnyZe593,0.08131528998308714,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,Citi,0.07584872087634176,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,PT,0.03765302708998169,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,DE,-0.029309075695462525,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,Deere,-0.02386549905511681,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,co,-0.02039006876301162,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,favorable,0.45222030554490106,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,sees,0.2939668711930328,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,catalysts,0.17762407742547545,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1adfDkHeaw,0.060650496800107104,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,co,0.05903895068566328,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,for,0.057442082109966965,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,Guggenheim,0.048555575364187205,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,eBay,0.024407684847466377,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,https,-0.01906777065320246,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,t,0.012726869364306689,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,sees,0.2679469545188575,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,as,0.2156315624055618,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,big,0.17046123574414251,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,upgraded,0.16969094560274664,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,opportunity,0.13223668430335297,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,buying,0.12330219521664028,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,https,0.11246489234214438,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,d4TGqrNi7Y,0.09581254691463327,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,Credit,0.07243508988290785,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,Suisse,0.06216751561784573,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,gains,0.5099946959696907,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,after,0.30763179942679664,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,https,0.06190721574022916,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,Hasbro,0.05364489046571284,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,t,-0.052520556378439394,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,upgrade,0.051370739788624754,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,HAS,0.045525615412922375,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,UBS,-0.040141704584867,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,taTMaip1uM,0.03430437998149259,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,co,-0.03207644687091443,positive,positive,True
$JD: Barclays ups to Overweight,Overweight,0.35560989560990264,positive,positive,True
$JD: Barclays ups to Overweight,to,0.22955201943608675,positive,positive,True
$JD: Barclays ups to Overweight,ups,0.10072437818685705,positive,positive,True
$JD: Barclays ups to Overweight,Barclays,0.08263374797539653,positive,positive,True
$JD: Barclays ups to Overweight,JD,0.07377541415622035,positive,positive,True
$KIM: Compass Point ups to Neutral,ups,0.26345819545674076,positive,positive,True
$KIM: Compass Point ups to Neutral,to,0.23822829207616245,positive,positive,True
$KIM: Compass Point ups to Neutral,Point,0.18776291584757948,positive,positive,True
$KIM: Compass Point ups to Neutral,Neutral,0.16926261061728,positive,positive,True
$KIM: Compass Point ups to Neutral,Compass,0.06878807019075553,positive,positive,True
$KIM: Compass Point ups to Neutral,KIM,0.002327619888382385,positive,positive,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,puts,-0.037314036203440294,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,MKM,-0.027070536766480142,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,t,0.023703266293051965,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,Secret,0.02321725472828292,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,number,0.02253336872001902,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,VSzHLqLBgE,-0.02048666752244466,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,on,-0.014308144845210062,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,Victoria,-0.012821301453021192,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,Partners,0.011823259521803586,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,s,0.009827657667919596,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,returns,-0.03643639361740657,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,Baird,-0.027600970323516112,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,to,-0.026630444975687943,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,bull,-0.021588325257819813,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,Wingstop,0.015925207427899424,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,WING,0.013733325879219828,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,KfPaweOVgo,-0.012199634098899846,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,camp,0.01123120598628557,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,t,0.01103577225404116,neutral,neutral,True
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,co,-0.0022823154841687724,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,Analysts,-0.12482284274491993,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,React,-0.11255164335665026,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,To,0.1099672010831056,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,On,-0.0918922212652598,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,FCC,-0.046907713451271246,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,Intelsat,-0.04358580617503635,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,Auction,-0.025277795853078006,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,Spectrum,-0.0240709617414184,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,Decision,0.014662450600896897,neutral,neutral,True
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,C,-0.013291562724620941,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,stock,0.05416206774245806,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,with,-0.03674314403563629,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,at,-0.023043931938483354,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,BRP,-0.02133231533731567,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,18,0.02061921789267393,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,Jefferies,0.018611814168277185,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,price,0.015368985243685298,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,Group,0.011375882101771652,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,hold,0.00884971430710364,neutral,neutral,True
BRP Group started at hold with $18 stock price target at Jefferies,started,-0.0071343996576006515,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",on,0.025102747421560753,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",neutral,-0.022502839000001704,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",resumes,-0.017062007421654916,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",coverage,0.008212712085988238,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",AbbVie,-0.007455499785501916,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",stocks,-0.003871945420068299,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",range,-0.0036618722544316776,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",healthcare,-0.0017835908111436538,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",BTIG,0.0011471087363520375,neutral,neutral,True
"BTIG resumes coverage on range of healthcare stocks, neutral on AbbVie",of,0.0010426377278112157,neutral,neutral,True
Bull camp empty on Sally Beauty,empty,-0.10139582234233695,neutral,neutral,True
Bull camp empty on Sally Beauty,Beauty,-0.04667486390249867,neutral,neutral,True
Bull camp empty on Sally Beauty,Bull,-0.04418401871176026,neutral,neutral,True
Bull camp empty on Sally Beauty,Sally,-0.016114901358897888,neutral,neutral,True
Bull camp empty on Sally Beauty,on,0.013307840281981464,neutral,neutral,True
Bull camp empty on Sally Beauty,camp,0.008187488318350377,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,What,0.15046679366896648,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,Worth,-0.12226537695299466,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,Analysts,-0.09879899276773407,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,Think,-0.09779516319182822,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,Results,-0.06857135935362928,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,CA,-0.03491762253046196,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,s,0.03471238363719556,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,After,0.0286653458619909,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,These,0.02077180741434209,neutral,neutral,True
CA$10.60 - That's What Analysts Think Vecima Networks Inc. Is Worth After These Results,Networks,-0.02035245888366371,neutral,neutral,True
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,cuts,-0.2737217407074382,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,Neutral,-0.17434189300217193,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,ESS,-0.11964843851769438,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,https,-0.11736569030782038,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,Research,0.09899893991103081,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,BTIG,0.08740859564851655,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,MCyfTsXc2N,-0.08128374989557821,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,to,0.0614758495383274,neutral,negative,False
$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,co,-0.055165872863596,neutral,negative,False
