text,word,shap_value,predicted_label,true_label,is_correct
$CCL $RCL - Nomura points to bookings weakness at Carnival and Royal Caribbean https://t.co/yGjpT2ReD3,t.,0.005589416716247797,negative,negative,True
$CCL $RCL - Nomura points to bookings weakness at Carnival and Royal Caribbean https://t.co/yGjpT2ReD3,co/,0.0028064767830073833,negative,negative,True
$CCL $RCL - Nomura points to bookings weakness at Carnival and Royal Caribbean https://t.co/yGjpT2ReD3,yGjpT2ReD3,-0.008808054029941559,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",$,0.001466813264414668,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",CX - ,-0.005116377025842667,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",Cemex ,0.0011229141964577138,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",cut ,0.4276358967763372,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",at ,-0.006032648496329784,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",Credit ,0.017837568651884794,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb","Suisse, ",-0.01096021430566907,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",J.,-0.015119946096092463,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",P. ,0.003794107586145401,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",Morgan ,0.004133746260777116,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",on ,-0.007828861474990845,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",weak ,0.5199391564819962,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",building ,0.006655499048065394,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",outlook ,0.03718255931744352,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",https://,-0.04905928089283407,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",t.,0.004949439549818635,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",co/,0.019915007753297687,negative,negative,True
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",KN1g4AWFIb,-0.0315036834217608,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,$,0.1511519931955263,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,FNKO - ,0.05975890613626689,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,Funko ,-0.01429038995411247,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,slides ,0.4972070703515783,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,after ,0.10536215419415385,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,Piper ,-0.10703144001308829,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,Jaffray ,-0.10697340196929872,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,PT ,0.05102271097712219,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,cut ,0.308702043723315,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,https://,0.029495832044631243,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,t.,-0.010061617475003004,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,co/,0.008217919617891312,negative,negative,True
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,z37IJmCQzB,-0.07912554265931249,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,$,-0.002446404891088605,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,GM - ,0.027790949447080493,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,GM ,-0.020621492294594646,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,loses ,0.8726382025051862,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,a ,0.08174554607830942,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,bull ,0.028478281339630485,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,https://,-0.15111647662706673,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,t.,0.012073331279680133,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,co/,0.007076522568240762,negative,negative,True
$GM - GM loses a bull https://t.co/tdUfG5HbXy,tdUfG5HbXy,-0.015736875357106328,negative,negative,True
$GTT: Cowen cuts to Market Perform,$,-0.018743244232609868,negative,negative,True
$GTT: Cowen cuts to Market Perform,GTT: ,0.0447141092736274,negative,negative,True
$GTT: Cowen cuts to Market Perform,Cowen ,-0.03280934342183173,negative,negative,True
$GTT: Cowen cuts to Market Perform,cuts ,0.5182931798044592,negative,negative,True
$GTT: Cowen cuts to Market Perform,to ,-0.25718970177695155,negative,negative,True
$GTT: Cowen cuts to Market Perform,Market ,0.12120319623500109,negative,negative,True
$GTT: Cowen cuts to Market Perform,Perform,0.02872045198455453,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,$,-0.00932886335067451,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,HNHAF $,-0.01101641170680523,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,HNHPD $,-0.00853069731965661,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,AAPL - ,0.0011704165954142809,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,Trendforce ,-0.031853560416493565,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,cuts ,0.7255973704741336,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,iPhone ,0.06378402945119888,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,estimate ,0.08362829114776105,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,after ,0.0022901317570358515,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,Foxconn ,-0.042396754724904895,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,delay ,0.13257421890739352,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,https://,-0.1454983811127022,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,t.,0.004873771918937564,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,co/,0.003984395647421479,negative,negative,True
$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,rlnEwzlzzS,1.760106533765793e-05,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",$,0.013003311876673251,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",HXL - ,-0.017744916782248765,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Citing ,0.014023227151483297,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",aero ,-0.0017585055902600288,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU","ties, ",0.0009424794698134065,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Wells ,-0.011105786077678204,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",slashes ,0.8418164132162929,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",PT ,0.06857838795986027,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",on ,0.017440484021790326,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",Hexcel ,-0.010207924875430763,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",https://,0.00042681675404310226,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",t.,0.0032254585530608892,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",co/,0.01223447429947555,negative,negative,True
"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",wU5P2i8WBU,-0.011194889200851321,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,$,0.08086437842575833,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,I - ,-0.01866351516218856,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Intelsat ,-0.010040347464382648,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,cut ,0.6846697776345536,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,to ,-0.2048993292846717,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Market ,0.15512205514824018,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Perform ,0.1102957598050125,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,at ,0.05285641324007884,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,Raymond ,0.05048125144094229,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,James ,-0.01205213158391416,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,https://,-0.07029536133632064,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,t.,0.009051873115822673,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,co/,0.01396857132203877,negative,negative,True
$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,YsvsMSQRIb,0.0003440047148615122,negative,negative,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,$,0.021188906859606504,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,AMD - ,-0.007055248599499464,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,AMD',0.013284977292641997,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,s ,0.004422020399942994,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,Navi ,-0.0432898283470422,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,shows ,0.10430042236112058,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,strong ,0.6583486711606383,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,adoption - ,0.11658929707482457,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,BofA ,0.0012465573381632566,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,https://,-0.032845537876710296,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,t.,-0.005507805966772139,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,co/,0.003812360460869968,positive,positive,True
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,WnCksfl1gX,-0.002005137735977769,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,$,0.06971186026930809,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,ANCUF: ,0.014611602760851383,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,BMO ,0.04905440332368016,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Capital ,-0.12814121833071113,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Markets ,-0.03525879047811031,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,ups ,0.07006780430674553,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,to ,0.26824977062642574,positive,positive,True
$ANCUF: BMO Capital Markets ups to Outperform,Outperform,0.46834776923060417,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,$,0.05200572311878204,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,CNC *,0.0251585366204381,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,S&,0.013446316355839372,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,P ,0.01666557672433555,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Raises ,0.17270789598114789,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Centene ,0.007083515869453549,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Corp. ,-0.04863659502007067,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Rtg ,-0.02537976228632033,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,To ,0.07472241343930364,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,BBB- ,0.04159058863297105,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,From ,0.28176716482266784,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,BB+; ,0.16857873229309916,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Outlk ,0.03961913101375103,positive,positive,True
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,Stable,0.015829751268029213,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,$,0.018562412937171757,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,DE - ,-0.009591778623871505,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,Citi ,-0.01348323083948344,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,gives ,-0.0006317471852526069,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,big ,0.1691806281451136,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,boost ,0.5905160026159137,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,to ,0.1016278532333672,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,Deere ,0.0025254585780203342,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,PT ,0.003036897862330079,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,https://,-0.030849549220874906,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,t.,-0.004879050422459841,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,co/,-0.0037565678358078003,positive,positive,True
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,MfhnyZe593,-0.011522952932864428,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,$,0.020339901093393564,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,EBAY - ,-0.011158592533320189,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,Guggenheim ,-0.005808805814012885,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,sees ,0.0731261691544205,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,favorable ,0.4781101471744478,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,catalysts ,0.18975190492346883,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,for ,0.04437896516174078,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,eBay ,0.0454176370985806,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,https://,-0.03408231679350138,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,t.,-0.005632340908050537,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,co/,-0.0014185106847435236,positive,positive,True
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1adfDkHeaw,-0.0173628234770149,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,$,0.08733088010922074,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,FCX - ,0.03720853151753545,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,Freeport ,0.006249533034861088,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,upgraded ,0.36565835773944855,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,as ,-0.02443410432897508,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,Credit ,0.030353505862876773,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,Suisse ,0.009243451757356524,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,sees ,0.09986181766726077,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,big ,0.08378681959584355,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,buying ,0.11153939971700311,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,opportunity ,0.10685191897209734,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,https://,-0.14104640146251768,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,t.,-0.0027009646873921156,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,co/,0.014568076701834798,positive,positive,True
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,d4TGqrNi7Y,0.05309327365830541,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,$,0.019558605272322893,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,HAS - ,-0.0007868180982768536,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,Hasbro ,0.012425176333636045,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,gains ,0.8189029521308839,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,after ,0.022673663217574358,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,UBS ,-0.004415391245856881,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,upgrade ,0.053299891646020114,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,https://,-0.07768670388031751,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,t.,-0.0059656326193362474,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,co/,-0.013358888914808631,positive,positive,True
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,taTMaip1uM,-0.021578588522970676,positive,positive,True
$JD: Barclays ups to Overweight,$,0.07065404066815972,positive,positive,True
$JD: Barclays ups to Overweight,JD: ,0.05763394897803664,positive,positive,True
$JD: Barclays ups to Overweight,Barclays ,0.10606536502018571,positive,positive,True
$JD: Barclays ups to Overweight,ups ,0.1379602155648172,positive,positive,True
$JD: Barclays ups to Overweight,to ,0.2224367894232273,positive,positive,True
$JD: Barclays ups to Overweight,Overweight,0.1385945975780487,positive,positive,True
$KIM: Compass Point ups to Neutral,$,0.20477981260046363,positive,positive,True
$KIM: Compass Point ups to Neutral,KIM: ,-0.025534169282764196,positive,positive,True
$KIM: Compass Point ups to Neutral,Compass ,0.12099972181022167,positive,positive,True
$KIM: Compass Point ups to Neutral,Point ,0.14066326804459095,positive,positive,True
$KIM: Compass Point ups to Neutral,ups ,0.2676690649241209,positive,positive,True
$KIM: Compass Point ups to Neutral,to ,0.0790645070374012,positive,positive,True
$KIM: Compass Point ups to Neutral,Neutral,-0.006706813350319862,positive,positive,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,$,-0.033378880470991135,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,LB - ,-0.020996812731027603,neutral,neutral,True
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,MKM ,0.027253109961748123,neutral,neutral,True
